id,name,full_name,description,html_url,stargazers_count,forks_count,created_at,pushed_at,language,size,open_issues_count,topics,contributor_count,commit_count_estimate,age_days,days_since_push,quality_score,discovery_query,discovery_order,layer_1,layer_2,category,selected,notes
620936652,gpt4free,xtekky/gpt4free,"The official gpt4free repository | various collection of powerful language models | o4, o3 and deepseek r1, gpt-4.1, gemini 2.5",https://github.com/xtekky/gpt4free,64996,13690,2023-03-29T17:00:43Z,2025-08-23T16:24:30Z,Python,169504,10,"['chatbot', 'chatbots', 'chatgpt', 'chatgpt-4', 'chatgpt-api', 'chatgpt-free', 'chatgpt4', 'deepseek', 'deepseek-api', 'deepseek-r1', 'gpt', 'gpt-4', 'gpt-4o', 'gpt4', 'gpt4-api', 'language-model', 'openai', 'openai-api', 'openai-chatgpt', 'reverse-engineering']",30,30,877,-1,20.05,openai language:Python stars:>=100 pushed:>=2022-11-01,24,,,,,
38696925,python-telegram-bot,python-telegram-bot/python-telegram-bot,We have made you a wrapper you can't refuse,https://github.com/python-telegram-bot/python-telegram-bot,28053,5811,2015-07-07T15:30:39Z,2025-08-22T18:11:05Z,Python,18272,27,"['bot', 'chatbot', 'framework', 'python', 'telegram']",30,30,3700,0,20.0,chatbot language:Python stars:>=100 pushed:>=2022-11-01,27,,,,,
290091948,annotated_deep_learning_paper_implementations,labmlai/annotated_deep_learning_paper_implementations,"🧑‍🏫 60+ Implementations/tutorials of deep learning papers with side-by-side notes 📝; including transformers (original, xl, switch, feedback, vit, ...), optimizers (adam, adabelief, sophia, ...), gans(cyclegan, stylegan2, ...), 🎮 reinforcement learning (ppo, dqn), capsnet, distillation, ... 🧠",https://github.com/labmlai/annotated_deep_learning_paper_implementations,62696,6359,2020-08-25T02:29:34Z,2025-08-21T07:04:16Z,Python,154373,26,"['attention', 'deep-learning', 'deep-learning-tutorial', 'gan', 'literate-programming', 'lora', 'machine-learning', 'neural-networks', 'optimizers', 'pytorch', 'reinforcement-learning', 'transformer', 'transformers']",30,30,1824,2,19.9,transformers language:Python stars:>=100 pushed:>=2022-11-01,4,,,,,
571186647,pathway,pathwaycom/pathway,"Python ETL framework for stream processing, real-time analytics, LLM pipelines, and RAG.",https://github.com/pathwaycom/pathway,31893,916,2022-11-27T13:01:14Z,2025-08-23T03:35:37Z,Python,137811,46,"['batch-processing', 'data-analytics', 'data-pipelines', 'data-processing', 'dataflow', 'etl', 'etl-framework', 'iot-analytics', 'kafka', 'machine-learning-algorithms', 'pathway', 'python', 'real-time', 'rust', 'stream-processing', 'streaming', 'time-series-analysis']",28,30,1000,0,19.8,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
629749002,OpenLLM,bentoml/OpenLLM,"Run any open-source LLMs, such as DeepSeek and Llama, as OpenAI compatible API endpoint in the cloud.",https://github.com/bentoml/OpenLLM,11709,762,2023-04-19T00:27:52Z,2025-08-18T16:52:16Z,Python,43053,7,"['bentoml', 'fine-tuning', 'llama', 'llama2', 'llama3-1', 'llama3-2', 'llama3-2-vision', 'llm', 'llm-inference', 'llm-ops', 'llm-serving', 'llmops', 'mistral', 'mlops', 'model-inference', 'open-source-llm', 'openllm', 'vicuna']",30,30,857,4,19.8,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
793375104,awesome-llm-apps,Shubhamsaboo/awesome-llm-apps,"Collection of awesome LLM apps with AI Agents and RAG using OpenAI, Anthropic, Gemini and opensource models.",https://github.com/Shubhamsaboo/awesome-llm-apps,61587,7454,2024-04-29T05:30:25Z,2025-08-18T02:24:57Z,Python,190386,10,"['llms', 'python', 'rag']",30,30,481,5,19.75,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
631258918,pandas-ai,sinaptik-ai/pandas-ai,"Chat with your database or your datalake (SQL, CSV, parquet). PandasAI makes data analysis conversational using LLMs and RAG.",https://github.com/sinaptik-ai/pandas-ai,21873,2129,2023-04-22T12:58:01Z,2025-08-13T12:59:44Z,Python,57450,21,"['ai', 'csv', 'data', 'data-analysis', 'data-science', 'data-visualization', 'database', 'datalake', 'gpt-4', 'llm', 'pandas', 'sql', 'text-to-sql']",30,30,854,10,19.5,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
749126547,Scrapegraph-ai,ScrapeGraphAI/Scrapegraph-ai,Python scraper based on AI,https://github.com/ScrapeGraphAI/Scrapegraph-ai,21110,1794,2024-01-27T16:54:38Z,2025-08-13T09:50:52Z,Python,14637,11,"['ai', 'ai-scraping', 'automated-scraper', 'crawler', 'html-to-markdown', 'llm', 'markdown', 'rag', 'scraping', 'scraping-python', 'web-crawler', 'web-crawlers', 'web-scraping']",30,30,573,10,19.5,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
540842713,buzz,chidiwilliams/buzz,Buzz transcribes and translates audio offline on your personal computer. Powered by OpenAI's Whisper.,https://github.com/chidiwilliams/buzz,15092,1125,2022-09-24T13:43:23Z,2025-08-23T15:40:00Z,Python,42906,24,['whisper'],24,30,1064,0,19.4,openai language:Python stars:>=100 pushed:>=2022-11-01,24,,,,,
674075444,Qwen,QwenLM/Qwen,The official repo of Qwen (通义千问) chat & pretrained large language model proposed by Alibaba Cloud.,https://github.com/QwenLM/Qwen,19120,1586,2023-08-03T04:56:38Z,2025-08-05T10:12:21Z,Python,37333,25,"['chinese', 'flash-attention', 'large-language-models', 'llm', 'natural-language-processing', 'pretrained-models']",30,30,751,18,19.1,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
771302083,OpenHands,All-Hands-AI/OpenHands,"🙌 OpenHands: Code Less, Make More",https://github.com/All-Hands-AI/OpenHands,62456,7466,2024-03-13T03:33:31Z,2025-08-23T18:44:03Z,Python,230649,486,"['agent', 'artificial-intelligence', 'chatgpt', 'claude-ai', 'cli', 'developer-tools', 'gpt', 'llm', 'openai']",30,30,528,-1,19.05,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
599547518,vllm,vllm-project/vllm,A high-throughput and memory-efficient inference and serving engine for LLMs,https://github.com/vllm-project/vllm,56098,9593,2023-02-09T11:23:20Z,2025-08-23T18:30:31Z,Python,77074,2811,"['amd', 'cuda', 'deepseek', 'gpt', 'hpu', 'inference', 'inferentia', 'llama', 'llm', 'llm-serving', 'llmops', 'mlops', 'model-serving', 'pytorch', 'qwen', 'rocm', 'tpu', 'trainium', 'transformer', 'xpu']",30,30,926,-1,19.05,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
33884891,airflow,apache/airflow,"Apache Airflow - A platform to programmatically author, schedule, and monitor workflows",https://github.com/apache/airflow,41696,15485,2015-04-13T18:04:58Z,2025-08-23T18:40:51Z,Python,431638,1534,"['airflow', 'apache', 'apache-airflow', 'automation', 'dag', 'data-engineering', 'data-integration', 'data-orchestrator', 'data-pipelines', 'data-science', 'elt', 'etl', 'machine-learning', 'mlops', 'orchestration', 'python', 'scheduler', 'workflow', 'workflow-engine', 'workflow-orchestration']",30,30,3784,-1,19.05,workflow language:Python stars:>=100 pushed:>=2022-11-01,20,,,,,
710601088,crewAI,crewAIInc/crewAI,"Framework for orchestrating role-playing, autonomous AI agents. By fostering collaborative intelligence, CrewAI empowers agents to work together seamlessly, tackling complex tasks.",https://github.com/crewAIInc/crewAI,36029,4844,2023-10-27T03:26:59Z,2025-08-23T15:56:52Z,Python,158630,149,"['agents', 'ai', 'ai-agents', 'aiagentframework', 'llms']",30,30,666,-1,19.05,crewai language:Python stars:>=100 pushed:>=2022-11-01,18,,,,,
488641606,agno,agno-agi/agno,"Open-source framework for building multi-agent systems with memory, knowledge and reasoning.",https://github.com/agno-agi/agno,32196,4095,2022-05-04T15:23:02Z,2025-08-23T19:35:58Z,Python,226096,214,"['agents', 'agi', 'ai', 'developer-tools', 'framework', 'python']",30,30,1207,-1,19.05,agent language:Python stars:>=100 pushed:>=2022-11-01,19,,,,,
396569538,khoj,khoj-ai/khoj,"Your AI second brain. Self-hostable. Get answers from the web or your docs. Build custom agents, schedule automations, do deep research. Turn any online or local LLM into your personal, autonomous AI (gpt, claude, gemini, llama, qwen, mistral). Get started - free.",https://github.com/khoj-ai/khoj,30783,1778,2021-08-16T01:48:44Z,2025-08-23T19:13:51Z,Python,116860,82,"['agent', 'ai', 'assistant', 'chat', 'chatgpt', 'emacs', 'image-generation', 'llama3', 'llamacpp', 'llm', 'obsidian', 'obsidian-md', 'offline-llm', 'productivity', 'rag', 'research', 'self-hosted', 'semantic-search', 'stt', 'whatsapp-ai']",30,30,1468,-1,19.05,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
671269505,litellm,BerriAI/litellm,"Python SDK, Proxy Server (LLM Gateway) to call 100+ LLM APIs in OpenAI format - [Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropic, Sagemaker, HuggingFace, Replicate, Groq]",https://github.com/BerriAI/litellm,27821,3908,2023-07-27T00:09:52Z,2025-08-23T19:20:48Z,Python,505040,1122,"['ai-gateway', 'anthropic', 'azure-openai', 'bedrock', 'gateway', 'langchain', 'litellm', 'llm', 'llm-gateway', 'llmops', 'mcp-gateway', 'openai', 'openai-proxy', 'vertex-ai']",30,30,758,-1,19.05,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
634081686,mlc-llm,mlc-ai/mlc-llm,Universal LLM Deployment Engine with ML Compilation,https://github.com/mlc-ai/mlc-llm,21176,1799,2023-04-29T01:59:25Z,2025-08-23T18:20:10Z,Python,35554,316,"['language-model', 'llm', 'machine-learning-compilation', 'tvm']",30,30,847,-1,19.05,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
139199684,prefect,PrefectHQ/prefect,Prefect is a workflow orchestration framework for building resilient data pipelines in Python.,https://github.com/PrefectHQ/prefect,20149,1914,2018-06-29T21:59:26Z,2025-08-23T18:37:43Z,Python,188356,1029,"['automation', 'data', 'data-engineering', 'data-ops', 'data-science', 'infrastructure', 'ml-ops', 'observability', 'orchestration', 'pipeline', 'prefect', 'python', 'workflow', 'workflow-engine']",30,30,2611,-1,19.05,workflow language:Python stars:>=100 pushed:>=2022-11-01,20,,,,,
740303686,sglang,sgl-project/sglang,SGLang is a fast serving framework for large language models and vision language models.,https://github.com/sgl-project/sglang,17111,2702,2024-01-08T04:15:52Z,2025-08-23T18:42:38Z,Python,31952,1131,"['blackwell', 'cuda', 'deepseek', 'deepseek-r1', 'deepseek-v3', 'gpt-oss', 'inference', 'kimi', 'llama', 'llama3', 'llama4', 'llava', 'llm', 'llm-serving', 'moe', 'openai', 'pytorch', 'qwen3', 'transformer', 'vlm']",30,30,593,-1,19.05,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
200722670,NeMo,NVIDIA/NeMo,"A scalable generative AI framework built for researchers and developers working on Large Language Models, Multimodal, and Speech AI (Automatic Speech Recognition and Text-to-Speech)",https://github.com/NVIDIA/NeMo,15484,3065,2019-08-05T20:16:42Z,2025-08-23T18:14:10Z,Python,480186,156,"['asr', 'deeplearning', 'generative-ai', 'large-language-models', 'machine-translation', 'multimodal', 'neural-networks', 'speaker-diariazation', 'speaker-recognition', 'speech-synthesis', 'speech-translation', 'tts']",30,30,2209,-1,19.05,"""large-language-model"" language:Python stars:>=100 pushed:>=2022-11-01",31,,,,,
764723738,skyvern,Skyvern-AI/skyvern,Automate browser-based workflows with LLMs and Computer Vision,https://github.com/Skyvern-AI/skyvern,14128,1178,2024-02-28T15:45:19Z,2025-08-23T18:31:16Z,Python,264022,167,"['api', 'automation', 'browser', 'browser-automation', 'computer', 'gpt', 'llm', 'playwright', 'python', 'rpa', 'vision', 'workflow']",30,30,541,-1,19.05,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
633262635,onyx,onyx-dot-app/onyx,Gen-AI Chat for Teams - Think ChatGPT if it had access to your team's unique knowledge.,https://github.com/onyx-dot-app/onyx,13335,1842,2023-04-27T06:04:01Z,2025-08-23T18:25:31Z,Python,63410,219,"['ai', 'ai-chat', 'chatgpt', 'enterprise-search', 'gen-ai', 'information-retrieval', 'llm', 'llm-ui', 'nextjs', 'python', 'rag']",30,30,849,-1,19.05,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
575865240,AstrBot,AstrBotDevs/AstrBot,✨ 易上手的多平台 LLM 聊天机器人及开发框架 ✨ 支持 QQ、QQ频道、Telegram、企微、飞书、钉钉 | 知识库、MCP 服务器、OpenAI、DeepSeek、Gemini、硅基流动、月之暗面、Ollama、OneAPI、Dify,https://github.com/AstrBotDevs/AstrBot,11645,833,2022-12-08T13:27:46Z,2025-08-23T16:23:12Z,Python,33720,329,"['agent', 'ai', 'chatbot', 'chatgpt', 'docker', 'gemini', 'gpt', 'llama', 'llm', 'mcp', 'openai', 'python', 'qq', 'qqbot', 'qqchannel', 'telegram']",30,30,989,-1,19.05,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
676829188,deepeval,confident-ai/deepeval,The LLM Evaluation Framework,https://github.com/confident-ai/deepeval,10328,894,2023-08-10T05:35:04Z,2025-08-23T19:36:41Z,Python,96988,208,"['evaluation-framework', 'evaluation-metrics', 'llm-evaluation', 'llm-evaluation-framework', 'llm-evaluation-metrics']",30,30,744,-1,19.05,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
614765452,AutoGPT,Significant-Gravitas/AutoGPT,"AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.",https://github.com/Significant-Gravitas/AutoGPT,178016,45946,2023-03-16T09:21:07Z,2025-08-23T15:47:40Z,Python,275224,226,"['ai', 'artificial-intelligence', 'autonomous-agents', 'gpt-4', 'llama-api', 'openai', 'python']",30,30,891,0,19.0,openai language:Python stars:>=100 pushed:>=2022-11-01,24,,,,,
155220641,transformers,huggingface/transformers,"🤗 Transformers: the model-definition framework for state-of-the-art machine learning models in text, vision, audio, and multimodal models, for both inference and training. ",https://github.com/huggingface/transformers,148714,30143,2018-10-29T13:56:00Z,2025-08-23T10:30:20Z,Python,353049,1967,"['audio', 'deep-learning', 'deepseek', 'gemma', 'glm', 'hacktoberfest', 'llm', 'machine-learning', 'model-hub', 'natural-language-processing', 'nlp', 'pretrained-models', 'python', 'pytorch', 'pytorch-transformers', 'qwen', 'speech-recognition', 'transformer', 'vlm']",30,30,2490,0,19.0,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
599320067,langflow,langflow-ai/langflow,Langflow is a powerful tool for building and deploying AI-powered agents and workflows.,https://github.com/langflow-ai/langflow,104868,7410,2023-02-08T22:28:03Z,2025-08-23T12:38:11Z,Python,819960,864,"['agents', 'chatgpt', 'generative-ai', 'large-language-models', 'multiagent', 'react-flow']",30,30,926,0,19.0,agent language:Python stars:>=100 pushed:>=2022-11-01,19,,,,,
616372661,gpt_academic,binary-husky/gpt_academic,"为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。",https://github.com/binary-husky/gpt_academic,69156,8369,2023-03-20T09:05:13Z,2025-08-23T11:19:41Z,Python,72516,285,"['academic', 'chatglm-6b', 'chatgpt', 'gpt-4', 'large-language-models']",30,30,887,0,19.0,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
3638964,ansible,ansible/ansible,"Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and maintain. Automate everything from code deployment to network configuration to cloud management, in a language that approaches plain English, using SSH, with no agents to install on remote systems. https://docs.ansible.com.",https://github.com/ansible/ansible,66021,24061,2012-03-06T14:58:02Z,2025-08-22T22:31:46Z,Python,260681,859,"['ansible', 'python']",30,30,4918,0,19.0,agent language:Python stars:>=100 pushed:>=2022-11-01,19,,,,,
646410686,LLaMA-Factory,hiyouga/LLaMA-Factory,Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024),https://github.com/hiyouga/LLaMA-Factory,56631,6936,2023-05-28T10:09:12Z,2025-08-23T15:04:32Z,Python,55495,617,"['agent', 'ai', 'deepseek', 'fine-tuning', 'gemma', 'gpt', 'instruction-tuning', 'large-language-models', 'llama', 'llama3', 'llm', 'lora', 'moe', 'nlp', 'peft', 'qlora', 'quantization', 'qwen', 'rlhf', 'transformers']",30,30,818,0,19.0,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
580642043,text-generation-webui,oobabooga/text-generation-webui,"LLM UI with advanced features, easy setup, and multiple backend support.",https://github.com/oobabooga/text-generation-webui,44783,5768,2022-12-21T04:17:37Z,2025-08-22T21:43:28Z,Python,30740,2585,[],30,30,976,0,19.0,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
560704231,llama_index,run-llama/llama_index,LlamaIndex is the leading framework for building LLM-powered agents over your data.,https://github.com/run-llama/llama_index,43854,6304,2022-11-02T04:24:54Z,2025-08-22T21:04:28Z,Python,330709,276,"['agents', 'application', 'data', 'fine-tuning', 'framework', 'llamaindex', 'llm', 'multi-agents', 'rag', 'vector-database']",30,30,1025,0,19.0,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
656099147,mem0,mem0ai/mem0,Universal memory layer for AI Agents; Announcing OpenMemory MCP - local and secure memory management.,https://github.com/mem0ai/mem0,38646,4025,2023-06-20T08:58:36Z,2025-08-23T15:36:19Z,Python,41628,481,"['agents', 'ai', 'ai-agents', 'application', 'chatbots', 'chatgpt', 'genai', 'llm', 'long-term-memory', 'memory', 'memory-management', 'python', 'rag', 'state-management']",30,30,795,0,19.0,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
71932349,ray,ray-project/ray,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.,https://github.com/ray-project/ray,38602,6730,2016-10-25T19:38:30Z,2025-08-23T07:51:21Z,Python,585125,3012,"['data-science', 'deep-learning', 'deployment', 'distributed', 'hyperparameter-optimization', 'hyperparameter-search', 'large-language-models', 'llm', 'llm-inference', 'llm-serving', 'machine-learning', 'optimization', 'parallel', 'python', 'pytorch', 'ray', 'reinforcement-learning', 'rllib', 'serving', 'tensorflow']",30,30,3223,0,19.0,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
143328315,mindsdb,mindsdb/mindsdb,AI Analytics Engine that can answer questions over large scale data. - The only MCP Server you'll ever need,https://github.com/mindsdb/mindsdb,35379,5715,2018-08-02T17:56:45Z,2025-08-22T19:56:59Z,Python,264374,126,"['agents', 'agi', 'ai', 'analytics', 'artificial-inteligence', 'business-intelligence', 'databases', 'llms', 'mcp', 'rag']",30,30,2577,0,19.0,rag language:Python stars:>=100 pushed:>=2022-11-01,13,,,,,
154739597,jax,jax-ml/jax,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and more",https://github.com/jax-ml/jax,33253,3136,2018-10-25T21:25:02Z,2025-08-23T08:10:16Z,Python,132296,2258,['jax'],30,30,2493,0,19.0,vector language:Python stars:>=100 pushed:>=2022-11-01,14,,,,,
136202695,mlflow,mlflow/mlflow,"The open source developer platform to build AI/LLM applications and models with confidence. Enhance your AI applications with end-to-end tracking, observability, and evaluations, all in one integrated platform.",https://github.com/mlflow/mlflow,21725,4769,2018-06-05T16:05:58Z,2025-08-22T21:43:01Z,Python,896523,1972,"['agentops', 'agents', 'ai', 'ai-governance', 'apache-spark', 'evaluation', 'langchain', 'llm-evaluation', 'llmops', 'machine-learning', 'ml', 'mlflow', 'mlops', 'model-management', 'observability', 'open-source', 'openai', 'prompt-engineering']",30,30,2635,0,19.0,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
676672661,langgraph,langchain-ai/langgraph,Build resilient language agents as graphs.,https://github.com/langchain-ai/langgraph,17637,3030,2023-08-09T18:33:12Z,2025-08-22T19:16:37Z,Python,491774,261,[],30,30,744,0,19.0,agent language:Python stars:>=100 pushed:>=2022-11-01,19,,,,,
250510075,trl,huggingface/trl,Train transformer language models with reinforcement learning.,https://github.com/huggingface/trl,15206,2139,2020-03-27T10:54:55Z,2025-08-22T22:45:26Z,Python,12423,530,[],30,30,1975,0,19.0,transformers language:Python stars:>=100 pushed:>=2022-11-01,4,,,,,
615510678,camel,camel-ai/camel,🐫 CAMEL: The first and the best multi-agent framework. Finding the Scaling Law of Agents. https://www.camel-ai.org,https://github.com/camel-ai/camel,13931,1523,2023-03-17T21:41:54Z,2025-08-23T15:09:55Z,Python,458245,580,"['agent', 'ai-societies', 'artificial-intelligence', 'communicative-ai', 'cooperative-ai', 'deep-learning', 'large-language-models', 'multi-agent-systems', 'natural-language-processing']",30,30,889,0,19.0,agent language:Python stars:>=100 pushed:>=2022-11-01,19,,,,,
131619646,dagster,dagster-io/dagster,"An orchestration platform for the development, production, and observation of data assets.",https://github.com/dagster-io/dagster,13864,1788,2018-04-30T16:30:04Z,2025-08-23T00:39:26Z,Python,1435069,2964,"['analytics', 'dagster', 'data-engineering', 'data-integration', 'data-orchestrator', 'data-pipelines', 'data-science', 'etl', 'metadata', 'mlops', 'orchestration', 'python', 'scheduler', 'workflow', 'workflow-automation']",30,30,2671,0,19.0,workflow language:Python stars:>=100 pushed:>=2022-11-01,20,,,,,
176982014,Megatron-LM,NVIDIA/Megatron-LM,Ongoing research training transformer models at scale,https://github.com/NVIDIA/Megatron-LM,13322,3031,2019-03-21T16:15:52Z,2025-08-23T05:02:06Z,Python,26580,407,"['large-language-models', 'model-para', 'transformers']",30,30,2346,0,19.0,transformers language:Python stars:>=100 pushed:>=2022-11-01,4,,,,,
575321313,LangBot,langbot-app/LangBot,🤩 Easy-to-use global IM bot platform designed for the LLM era / 简单易用的大模型即时通信机器人开发平台 ⚡️ Bots for QQ / QQ频道 / Discord / WeChat（微信）/ Telegram / 飞书 / 钉钉 / Slack 🧩 Integrated with ChatGPT（GPT)、DeepSeek、Dify、n8n、Claude、Google Gemini、xAI、PPIO、Ollama、阿里云百炼、SiliconFlow、Qwen、Moonshot(Kimi K2)、SillyTraven、MCP、WeClone etc. LLM & Agent & RAG,https://github.com/langbot-app/LangBot,13114,1048,2022-12-07T08:48:02Z,2025-08-23T15:03:57Z,Python,35300,114,"['agent', 'ai', 'chatgpt', 'deepseek', 'dify', 'dingtalk', 'discord', 'feishu', 'kimi', 'langbot', 'lark', 'llm', 'n8n', 'ollama', 'openai', 'plugins', 'qq', 'rag', 'telegram', 'wechat']",30,30,990,0,19.0,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
638951438,opik,comet-ml/opik,"Debug, evaluate, and monitor your LLM applications, RAG systems, and agentic workflows with comprehensive tracing, automated evaluations, and production-ready dashboards.",https://github.com/comet-ml/opik,12913,900,2023-05-10T12:57:13Z,2025-08-23T13:21:47Z,Python,296999,116,"['langchain', 'llama-index', 'llm', 'llm-evaluation', 'llm-observability', 'llmops', 'open-source', 'openai', 'playground', 'prompt-engineering']",30,30,836,0,19.0,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
653589102,instructor,567-labs/instructor,structured outputs for llms ,https://github.com/567-labs/instructor,11266,841,2023-06-14T10:42:23Z,2025-08-23T04:57:48Z,Python,136497,65,"['openai', 'openai-function-calli', 'openai-functions', 'pydantic-v2', 'python', 'validation']",30,30,801,0,19.0,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
637924634,ragas,explodinggradients/ragas,Supercharge Your LLM Application Evaluations 🚀,https://github.com/explodinggradients/ragas,10441,1034,2023-05-08T17:48:04Z,2025-08-23T12:38:17Z,Python,45426,434,"['evaluation', 'llm', 'llmops']",30,30,837,0,19.0,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
627727693,axolotl,axolotl-ai-cloud/axolotl,Go ahead and axolotl questions,https://github.com/axolotl-ai-cloud/axolotl,10263,1119,2023-04-14T04:25:47Z,2025-08-23T11:33:42Z,Python,21760,185,"['fine-tuning', 'llm']",30,30,862,0,19.0,llm language:Python stars:>=100 pushed:>=2022-11-01,1,,,,,
86031674,wandb,wandb/wandb,"The AI developer platform. Use Weights & Biases to train and fine-tune models, and manage models from experimentation to production.",https://github.com/wandb/wandb,10256,768,2017-03-24T05:46:23Z,2025-08-23T03:41:11Z,Python,186153,808,"['ai', 'collaboration', 'data-science', 'data-versioning', 'deep-learning', 'experiment-track', 'hyperparameter-optimization', 'hyperparameter-search', 'hyperparameter-tuning', 'jax', 'keras', 'machine-learning', 'ml-platform', 'mlops', 'model-versioning', 'pytorch', 'reinforcement-learning', 'reproducibility', 'tensorflow']",30,30,3074,0,19.0,"""fine-tuning"" language:Python stars:>=100 pushed:>=2022-11-01",8,,,,,
